Unnamed: 0,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product Name,Sales,Units,Gross Profit,Cost,Factory,Latitude,Longitude,Fulfillment Days
1429,2022-07-09,2023-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,179
1430,2022-07-09,2023-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,179
1431,2022-07-09,2023-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,32.076176,-81.088371,179
1432,2022-07-09,2023-01-04,Standard Class,132626,United States,Clinton,Maryland,20735,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,179
1433,2022-10-08,2023-04-04,Standard Class,125710,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,178
1434,2023-04-10,2023-10-07,Standard Class,123358,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,180
1435,2023-04-10,2023-10-07,Standard Class,123358,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,180
1436,2023-04-10,2023-10-07,Standard Class,123358,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,32.881893,-111.768036,180
1437,2023-04-10,2023-10-07,Standard Class,123358,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,180
1438,2023-04-21,2023-10-11,Same Day,146423,United States,Milford,Connecticut,06460,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,173
1439,2023-04-21,2023-10-11,Same Day,146423,United States,Milford,Connecticut,06460,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,Lot's O' Nuts,32.881893,-111.768036,173
1440,2024-11-20,2025-05-19,Standard Class,161193,United States,Newark,Ohio,43055,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,180
1441,2024-11-20,2025-05-19,Standard Class,161193,United States,Newark,Ohio,43055,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,180
1442,2024-12-10,2025-06-04,First Class,158967,United States,Fort Lauderdale,Florida,33311,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,176
1443,2022-03-26,2022-09-21,Standard Class,103793,United States,Miami,Florida,33142,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,179
1444,2022-06-18,2022-12-11,First Class,156734,United States,Smyrna,Tennessee,37167,Chocolate,Gulf,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,176
1445,2022-06-18,2022-12-11,First Class,156734,United States,Smyrna,Tennessee,37167,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,176
1446,2022-06-18,2022-12-11,First Class,156734,United States,Smyrna,Tennessee,37167,Chocolate,Gulf,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,176
1447,2023-02-21,2023-08-18,Standard Class,168410,United States,Oceanside,New York,11572,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,178
1448,2023-02-21,2023-08-18,Standard Class,168410,United States,Oceanside,New York,11572,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,178
1449,2023-02-21,2023-08-18,Standard Class,168410,United States,Oceanside,New York,11572,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,178
1450,2023-12-24,2024-06-16,First Class,123526,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,175
1451,2024-01-30,2024-07-28,Standard Class,104220,United States,Des Moines,Iowa,50315,Chocolate,Interior,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,32.881893,-111.768036,180
1452,2024-01-30,2024-07-28,Standard Class,104220,United States,Des Moines,Iowa,50315,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,180
1453,2024-01-30,2024-07-28,Standard Class,104220,United States,Des Moines,Iowa,50315,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,32.881893,-111.768036,180
1454,2024-01-30,2024-07-28,Standard Class,104220,United States,Des Moines,Iowa,50315,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,180
1455,2024-01-30,2024-07-28,Standard Class,104220,United States,Des Moines,Iowa,50315,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,180
1456,2024-01-30,2024-07-28,Standard Class,104220,United States,Des Moines,Iowa,50315,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,180
1457,2021-05-25,2021-11-19,Standard Class,100391,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,178
1458,2022-08-11,2023-02-06,Standard Class,119634,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,179
1459,2024-06-01,2024-11-27,Standard Class,157413,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,179
1460,2022-03-20,2022-09-13,First Class,106565,United States,Milwaukee,Wisconsin,53209,Other,Interior,Wonka Gum,10.0,8,5.2,4.8,Secret Factory,41.446333,-90.565487,177
1461,2022-04-26,2022-10-22,Standard Class,137302,United States,San Diego,California,92105,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,179
1462,2022-04-26,2022-10-22,Standard Class,137302,United States,San Diego,California,92105,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,179
1463,2022-04-26,2022-10-22,Standard Class,137302,United States,San Diego,California,92105,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,179
1464,2022-04-26,2022-10-22,Standard Class,137302,United States,San Diego,California,92105,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,179
1465,2023-10-08,2024-04-05,Standard Class,126844,United States,Houston,Texas,77070,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,Lot's O' Nuts,32.881893,-111.768036,180
1466,2023-10-13,2024-04-11,Standard Class,101161,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,181
1467,2023-10-13,2024-04-11,Standard Class,101161,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,181
1468,2023-10-13,2024-04-11,Standard Class,101161,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,181
1469,2023-10-13,2024-04-11,Standard Class,101161,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,181
1470,2023-10-13,2024-04-11,Standard Class,101161,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,181
1471,2023-12-10,2024-06-07,Standard Class,127194,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,Lot's O' Nuts,32.881893,-111.768036,180
1472,2024-01-07,2024-07-02,First Class,159366,United States,Detroit,Michigan,48205,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,177
1473,2024-05-27,2024-11-24,Standard Class,151855,United States,Greensboro,North Carolina,27405,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,32.881893,-111.768036,181
1474,2024-05-27,2024-11-24,Standard Class,151855,United States,Greensboro,North Carolina,27405,Other,Gulf,Wonka Gum,3.75,3,1.95,1.8,Secret Factory,41.446333,-90.565487,181
1475,2024-08-31,2025-02-23,Second Class,154074,United States,Spokane,Washington,99207,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,176
1476,2024-08-31,2025-02-23,Second Class,154074,United States,Spokane,Washington,99207,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,32.881893,-111.768036,176
1477,2021-08-12,2022-02-06,Standard Class,109897,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,178
1478,2021-08-12,2022-02-06,Standard Class,109897,United States,San Francisco,California,94122,Chocolate,Pacific,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy's,32.076176,-81.088371,178
1479,2021-09-30,2022-03-28,Standard Class,167633,United States,Boynton Beach,Florida,33437,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,179
1480,2023-10-27,2024-04-22,Standard Class,116596,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,48.86,14,34.86,14.0,Lot's O' Nuts,32.881893,-111.768036,178
1481,2023-10-27,2024-04-23,Second Class,120873,United States,Hampton,Virginia,23666,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,179
1482,2023-10-27,2024-04-22,Standard Class,116596,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,178
1483,2023-10-27,2024-04-22,Standard Class,116596,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,32.881893,-111.768036,178
1484,2023-10-27,2024-04-22,Standard Class,116596,United States,New York City,New York,10011,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,178
1485,2024-06-08,2024-12-04,Standard Class,106579,United States,Skokie,Illinois,60076,Chocolate,Interior,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,179
1486,2024-06-10,2024-12-04,First Class,143343,United States,Los Angeles,California,90032,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,177
1487,2021-01-26,2021-07-22,First Class,167997,United States,Rapid City,South Dakota,57701,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,177
1488,2021-01-26,2021-07-22,First Class,167997,United States,Rapid City,South Dakota,57701,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,177
1489,2022-04-05,2022-10-02,Standard Class,161452,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,180
1490,2022-11-21,2023-05-18,Second Class,105690,United States,Port Arthur,Texas,77642,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,178
1491,2022-11-21,2023-05-18,Second Class,105690,United States,Port Arthur,Texas,77642,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,178
1492,2022-11-21,2023-05-18,Second Class,105690,United States,Port Arthur,Texas,77642,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,178
1493,2023-12-23,2024-06-19,Second Class,157791,United States,Warwick,Rhode Island,02886,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,179
1494,2024-01-26,2024-07-23,Second Class,134649,United States,Hoover,Alabama,35244,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,32.881893,-111.768036,179
1495,2024-01-26,2024-07-23,Second Class,134649,United States,Hoover,Alabama,35244,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,179
1496,2024-09-25,2025-03-22,Standard Class,122112,United States,Lakewood,Ohio,44107,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,178
1497,2022-09-05,2023-03-03,Standard Class,162621,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,179
1498,2022-09-05,2023-03-03,Standard Class,162621,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,179
1499,2022-09-05,2023-03-03,Standard Class,162621,United States,Houston,Texas,77036,Chocolate,Interior,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy's,32.076176,-81.088371,179
1500,2023-04-24,2023-10-17,Second Class,168081,United States,Houston,Texas,77070,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,176
1501,2023-08-08,2024-02-04,Standard Class,107328,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,180
1502,2023-08-08,2024-02-04,Standard Class,107328,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,32.881893,-111.768036,180
1503,2023-08-08,2024-02-04,Standard Class,107328,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,180
1504,2023-11-22,2024-05-19,Standard Class,164945,United States,New York City,New York,10009,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,Lot's O' Nuts,32.881893,-111.768036,179
1505,2023-11-24,2024-05-18,First Class,125661,United States,Cleveland,Ohio,44105,Other,Atlantic,Kazookles,9.75,3,0.75,9.0,The Other Factory,35.1175,-89.971107,176
1506,2023-11-24,2024-05-18,First Class,125661,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,176
1507,2021-03-25,2021-09-20,Standard Class,128237,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,32.881893,-111.768036,179
1508,2021-03-25,2021-09-20,Standard Class,128237,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,179
1509,2021-03-25,2021-09-20,Standard Class,128237,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,179
1510,2021-03-25,2021-09-20,Standard Class,128237,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,179
1511,2021-12-26,2022-06-23,Standard Class,111171,United States,Chicago,Illinois,60610,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,179
1512,2022-09-14,2023-03-11,Standard Class,120362,United States,Provo,Utah,84604,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,178
1513,2023-02-07,2023-07-30,Same Day,106894,United States,Springfield,Virginia,22153,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,173
1514,2023-02-07,2023-07-30,Same Day,106894,United States,Springfield,Virginia,22153,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036,173
1515,2024-07-03,2024-12-31,Standard Class,140053,United States,Farmington,New Mexico,87401,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,Lot's O' Nuts,32.881893,-111.768036,181
1516,2024-09-22,2025-03-17,First Class,122196,United States,Wilmington,Delaware,19805,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,176
1517,2024-10-12,2025-04-07,First Class,169607,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,177
1518,2024-10-19,2025-04-16,Standard Class,106432,United States,Waco,Texas,76706,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,179
1519,2024-10-19,2025-04-16,Standard Class,106432,United States,Waco,Texas,76706,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,179
1520,2024-11-04,2025-05-01,Standard Class,102610,United States,Chattanooga,Tennessee,37421,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,178
1521,2024-11-04,2025-05-01,Standard Class,102610,United States,Chattanooga,Tennessee,37421,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,178
1522,2024-11-04,2025-05-01,Standard Class,102610,United States,Chattanooga,Tennessee,37421,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,178
1523,2024-11-04,2025-05-01,Standard Class,102610,United States,Chattanooga,Tennessee,37421,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,32.881893,-111.768036,178
1524,2021-07-19,2022-01-14,Standard Class,150434,United States,Bristol,Connecticut,06010,Other,Atlantic,Kazookles,3.25,1,0.25,3.0,The Other Factory,35.1175,-89.971107,179
1525,2021-07-19,2022-01-14,Standard Class,150434,United States,Bristol,Connecticut,06010,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,179
1526,2021-07-19,2022-01-14,Standard Class,150434,United States,Bristol,Connecticut,06010,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,179
1527,2021-07-19,2022-01-14,Standard Class,150434,United States,Bristol,Connecticut,06010,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,179
1528,2023-01-03,2023-06-30,Standard Class,116365,United States,San Antonio,Texas,78207,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,178
1529,2023-01-03,2023-06-30,Standard Class,116365,United States,San Antonio,Texas,78207,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,178
1530,2023-01-03,2023-06-30,Standard Class,116365,United States,San Antonio,Texas,78207,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,178
1531,2024-12-09,2025-06-05,Standard Class,145366,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,178
1532,2024-12-09,2025-06-05,Standard Class,145366,United States,Cincinnati,Ohio,45231,Other,Atlantic,Wonka Gum,1.25,1,0.65,0.6,Secret Factory,41.446333,-90.565487,178
1533,2024-12-17,2025-06-13,Standard Class,120936,United States,Anaheim,California,92804,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036,178
1534,2024-12-17,2025-06-13,Standard Class,120936,United States,Anaheim,California,92804,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036,178
1535,2021-06-28,2021-12-23,Standard Class,140858,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,178
1536,2021-06-28,2021-12-23,Standard Class,140858,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,178
1537,2021-06-28,2021-12-23,Standard Class,140858,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,178
1538,2021-06-28,2021-12-23,Standard Class,140858,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,Wicked Choccy's,32.076176,-81.088371,178
1539,2021-06-28,2021-12-23,Standard Class,140858,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,178
1540,2021-09-14,2022-03-11,Second Class,145576,United States,Tampa,Florida,33614,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,178
1541,2021-09-14,2022-03-11,Second Class,145576,United States,Tampa,Florida,33614,Chocolate,Gulf,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,178
1542,2022-07-26,2023-01-18,First Class,140200,United States,Mesa,Arizona,85204,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,176
1543,2022-12-11,2023-06-05,First Class,135853,United States,Detroit,Michigan,48205,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,176
1544,2022-12-11,2023-06-05,First Class,135853,United States,Detroit,Michigan,48205,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,39.6,11,27.5,12.1,Lot's O' Nuts,32.881893,-111.768036,176
1545,2022-12-11,2023-06-05,First Class,135853,United States,Detroit,Michigan,48205,Chocolate,Interior,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,32.076176,-81.088371,176
1546,2023-12-11,2024-06-08,Standard Class,132857,United States,Smyrna,Tennessee,37167,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,180
1547,2024-05-12,2024-11-04,Second Class,122175,United States,Vineland,New Jersey,08360,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,176
1548,2024-05-12,2024-11-04,Second Class,122175,United States,Vineland,New Jersey,08360,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,176
1549,2024-05-12,2024-11-04,Second Class,122175,United States,Vineland,New Jersey,08360,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,176
1550,2024-05-12,2024-11-04,Second Class,122175,United States,Vineland,New Jersey,08360,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,176
1551,2024-09-01,2025-02-22,Same Day,145653,United States,Detroit,Michigan,48205,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,32.881893,-111.768036,174
1552,2021-03-21,2021-09-15,Standard Class,140004,United States,Hamilton,Ohio,45011,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,178
1553,2021-03-21,2021-09-15,Standard Class,140004,United States,Hamilton,Ohio,45011,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,178
1554,2021-11-17,2022-05-14,Standard Class,130869,United States,Cedar Hill,Texas,75104,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,178
1555,2022-08-24,2023-02-18,Standard Class,146563,United States,Arlington,Texas,76017,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,178
